ingresos_totales,gastos_personal,liquidez,dias_efectivo,cfo,participacion_ley30,participacion_regalias,participacion_servicios,participacion_matriculas,hhi_fuentes,endeudamiento,tendencia_ingresos,gp_ratio,unidad_ciencias económicas,unidad_derecho,unidad_educación,unidad_facultad de ingeniería,unidad_institutos,unidad_medicina,unidad_nivel central,unidad_sedes y seccionales,cluster_kmeans_k2,cluster_kmeans_bestk,cluster_dbscan
99065535018.05376,56282340633.914406,1.905172434245994,101.11855711509403,18678567987.45826,0.3165353255124623,0.0577829855789398,0.2029369141896707,0.1712821495158823,0.2372879034773102,0.3481515734927339,0.0064513558779849,0.5681324047122692,1,0,0,0,0,0,0,0,1,1,-1
125209562389.15115,64888089621.12253,1.5449381406794616,58.2515308858675,18678567987.45826,0.3539770807786614,0.0715937955828866,0.2062561226717032,0.1233567098991227,0.2481189276713567,0.528975443424991,0.0105858175513775,0.5182358949506622,1,0,0,0,0,0,0,0,1,1,-1
121171376130.8366,60646985210.30818,0.9925229336840772,105.80956467963048,6335817431.093542,0.3678300965528005,0.0316254817192909,0.1767283864242423,0.1250124811591112,0.2724437580071112,0.4139244717157319,0.0116189041418964,0.5005058714924859,1,0,0,0,0,0,0,0,1,1,-1
127942629571.4576,72287431866.86932,1.4919422185591198,62.77749094320888,5553476517.24027,0.3447035127619534,0.0560177523448549,0.2345437193712461,0.1911865068063184,0.2436406218469181,0.3300553720303265,0.0758777583366521,0.5649987975782212,1,0,0,0,0,0,0,0,1,1,-1
144652428182.52933,84423231760.45982,1.3298962474190716,96.6445829534248,-4283582291.042362,0.2758774532900009,0.0261589516924408,0.2571343110580809,0.1767766711182819,0.2438844877106613,0.4212238977768633,0.0743817260519271,0.5836281687157755,1,0,0,0,0,0,0,0,1,1,-1
142706654986.28525,73702936735.23897,1.340552987075359,132.69486726145502,6745379345.055219,0.3367971352822294,0.0656920605962711,0.2809492931066213,0.1968071838795344,0.2497544289510425,0.3098809771956847,0.025097596873004,0.5164646087620942,1,0,0,0,0,0,0,0,1,1,-1
186799338671.8841,94483786707.06538,1.0192341490419046,109.9833174072631,13319246561.90809,0.2874405063263402,0.0363134532297667,0.144094601236817,0.1615525034745311,0.2681467482131939,0.3253969476637355,-0.0382378539063545,0.5058036467303966,0,0,0,0,0,1,0,0,0,4,-1
210566283492.7202,114048549007.01276,1.5732161502668007,112.4281174918966,-4283582291.042362,0.3011193206686172,0.0215256854060574,0.2547893659569804,0.2550320218685454,0.2491626627680512,0.3968435537183774,0.037729105577837,0.5416277815956974,0,0,0,0,0,1,0,0,0,4,-1
199304513538.58585,111053045216.63382,1.5604910671884882,88.05506041460558,-4283582291.042362,0.377530495843424,0.0668527596273845,0.2136781218145182,0.2270364308733842,0.2574049611374159,0.3076026277294317,0.063090051305646,0.5572028613146972,0,0,0,0,0,1,0,0,0,4,-1
203468021465.96652,105382682553.07584,1.3727182677372065,153.77592470398332,-4283582291.042362,0.2676821219631379,0.0524850017803614,0.1510137510670625,0.2009287376513052,0.2450980106959715,0.3883606344057358,0.0310249050354173,0.517932409200248,0,0,0,0,0,1,0,0,0,4,-1
213352103068.13354,101817971855.50555,1.3286870546908065,101.40724576497723,11599844276.91916,0.3158685807796488,0.0628485117002587,0.2470615648598836,0.2336039481414573,0.2391063688062204,0.3551725700955103,0.0251173665963026,0.4772297549042215,0,0,0,0,0,1,0,0,0,4,-1
205408116813.39505,104298008928.68416,1.344373829568653,73.14181527987816,9381915731.874828,0.4109517340542251,0.053522804324293,0.2105851570753166,0.1439996572076335,0.2695675458205497,0.3021810432200972,0.023350114119429,0.5077599198450111,0,0,0,0,0,1,0,0,0,4,-1
219942081545.07343,112454236178.04152,1.4239169934473823,93.89070144162308,5072752368.569382,0.3537981696501488,0.0402639222141935,0.2229645566947353,0.2497616434804333,0.2566337595137436,0.3883606344057358,0.0158366694560678,0.511290224172021,0,0,0,0,0,1,0,0,0,4,-1
226967211800.29883,116819944009.94148,1.215764469362682,117.93684594000516,6673953786.896633,0.3330025364040417,0.0675384022887526,0.1640652199427213,0.2115931213893719,0.2372279327107722,0.3035371306926688,0.0622672437087771,0.514699647950593,0,0,0,0,0,1,0,0,0,4,-1
242257334983.92548,131715191006.79236,1.4320455232740643,84.48645505620004,14242864505.89658,0.3680534178823241,0.0580263060638097,0.2092508477518054,0.1090491458697459,0.2598497329008183,0.3883606344057358,0.0004268850698595,0.5436994963043413,0,0,0,0,0,1,0,0,0,4,-1
226558438857.7636,135709437241.02762,1.3788478052116755,53.14624529495305,16366613447.016373,0.3538406491234805,0.0249785930161526,0.1867071516490306,0.1814376201001567,0.2576335158129526,0.4466296191221492,0.0205811025959765,0.5990041153409775,0,0,0,0,0,1,0,0,0,4,-1
67566651177.97894,32202890885.50818,1.260682833461194,90.11801152544416,6414645943.038824,0.2278462107060342,0.032392973526914,0.3049029496123625,0.1524580587014578,0.2489221200619721,0.3434859235085126,0.0216659073405547,0.4766092491498767,0,1,0,0,0,0,0,0,1,6,-1
73914828634.95139,39282645810.6814,1.894701478451705,98.95850868404072,18654257386.51001,0.3544521721207054,0.0383636175341876,0.2652153110067321,0.2279995059433045,0.2624200680050245,0.2528482425967379,0.0294609259791408,0.5314582545363055,0,1,0,0,0,0,0,0,1,6,-1
70656453001.98996,37813596978.24871,1.0776141410197952,108.3763996589964,4384977940.901984,0.2771583093733158,0.0652397839356668,0.3014767097255383,0.1826322512985132,0.2354155057801477,0.2869965005772944,0.1054592798715842,0.5351754209510593,0,1,0,0,0,0,0,0,1,6,-1
75070147574.88701,43114387437.6935,1.584289174876964,117.74825560584247,6007720923.849249,0.3330335332677542,0.0889780722325152,0.1264801260626399,0.1560507293328628,0.246472641446685,0.3782723195794628,0.0725342847680438,0.5743213358503697,0,1,0,0,0,0,0,0,1,6,-1
77427696345.47656,34258780662.42544,1.2595044441119143,117.77438587002888,4036273328.2344494,0.3310209379392788,0.0483629958036625,0.1870219955863852,0.2100377838875872,0.2409843515710691,0.2914257449356571,0.1171316925147852,0.4456892042322899,0,1,0,0,0,0,0,0,1,6,-1
80648172909.88522,41291890163.569565,1.1381188125995645,107.24032658491411,5523009515.140212,0.4375338015515433,0.0485808382628514,0.1448270800375302,0.1707057041402904,0.2832549902936201,0.3794523711180442,0.0576049122538079,0.5120003178461137,0,1,0,0,0,0,0,0,1,6,-1
79250787189.42578,40448731007.69087,0.9856926546929684,148.30013836911058,5087583596.692193,0.3067277187552112,0.0785916893988542,0.283041063461338,0.2334981530256485,0.2445239077244022,0.3612442233566642,0.0423857087946777,0.5103890124272208,0,1,0,0,0,0,0,0,1,6,-1
79873026431.13173,37548952278.077225,1.3013768958698404,114.84001060384352,4534525201.259234,0.3224966914249079,0.0709928519160077,0.2351893965393094,0.1897506304212349,0.2333312759338735,0.3499108777986123,-0.0326044844672024,0.4701080446782964,0,1,0,0,0,0,0,0,1,6,-1
82781817431.34923,49539553719.94651,1.64089453717967,60.590423678328655,5347246747.377034,0.3332885033019108,0.0316421102394066,0.2420291150144499,0.1833038167814508,0.2482502117494692,0.5316409088781471,0.0130836379556963,0.5984352030085538,0,1,0,0,0,0,0,0,1,6,-1
85755137057.07195,48027374667.70742,1.291024483117724,118.58787273433094,3472714783.7870493,0.2884435850858764,0.0900516181161887,0.0921799183870833,0.1165117429284947,0.2914936870211675,0.48705556330727,0.0033411406441289,0.5600524506857721,0,1,0,0,0,0,0,0,1,6,-1
92560911717.48232,42678068075.53863,1.8699041909327616,113.50005159538584,7471860875.417036,0.403408019366454,0.0668651596195513,0.2146662754720879,0.1890504658827481,0.2649092083113633,0.3804823461736828,0.0601253762588597,0.461080895635537,0,0,1,0,0,0,0,0,1,5,-1
95914574207.74568,54093464971.37405,1.3280490625644423,73.53088161531302,8803698878.14121,0.333324800343495,0.0866126155272129,0.2308198284136005,0.2302185728778525,0.23905230827951,0.3580410206784873,0.0757396214612549,0.5639754481337798,0,0,1,0,0,0,0,0,1,5,-1
91969266884.93433,53648214311.3473,1.2456695292992188,97.13288596965376,9056382703.450983,0.3228895638219909,0.0631949739011184,0.1369762464618521,0.2035474221884324,0.2533906401847551,0.3883606344057358,0.0098902598899709,0.5833276281137294,0,0,1,0,0,0,0,0,1,5,-1
97726443270.3066,50828415460.18506,1.4161402864368169,97.9081739859224,9677123329.69856,0.2713214881593878,0.0828131248589492,0.180591722055617,0.1906093583359319,0.2248591424608058,0.3883606344057358,-0.007432946243688,0.5201091307456686,0,0,1,0,0,0,0,0,1,5,-1
101143974565.97543,58849032945.07658,1.2656935829289473,98.42892482631122,9404759282.88375,0.2726237295661396,0.0706702163667965,0.1992190311922124,0.1610658011971683,0.232813932769221,0.3478128013579017,0.0677123411776916,0.5818342931213348,0,0,1,0,0,0,0,0,1,5,-1
91449781806.6488,48757990936.1422,1.6057052399496714,54.30643039410653,5394111111.806449,0.2922809457089753,0.057014181165051,0.3193381518584581,0.1529812226485427,0.2458802639114124,0.3883606344057358,-0.0019262774741486,0.5331668372837745,0,0,1,0,0,0,0,0,1,5,-1
107232859160.89024,55820005067.738335,1.1671207984970522,72.04445590711043,6335817431.093542,0.2739953445755193,0.0475195029952026,0.31022181617013,0.178997594216736,0.2414307870881066,0.3466011330154218,0.0624654716410808,0.5205494426292132,0,0,1,0,0,0,0,0,1,5,-1
103412215267.8171,57588204553.58153,1.5881479026486172,115.91465747830154,6335817431.093542,0.307182013638535,0.0674304936359953,0.212069739652075,0.092516562774471,0.2553539535359269,0.3062602440375931,0.0168428934138506,0.5568800978147458,0,0,1,0,0,0,0,0,1,5,-1
114564143436.4144,62247990685.02573,1.5148764223633049,104.23069893910991,6040497269.618941,0.3957734296084995,0.0553136255088246,0.1459020771948572,0.2288031405695311,0.2636828302029788,0.4150533049601606,0.1119929856757113,0.543346188588009,0,0,1,0,0,0,0,0,1,5,-1
109958725258.5018,66890966152.85871,1.0840108590200694,89.39135852794736,3451619174.9825883,0.2896112838927719,0.0452171545128843,0.2343607140451684,0.1944481223908669,0.2345216412536186,0.4320528006975357,0.0087931892591517,0.608327952107528,0,0,1,0,0,0,0,0,1,5,-1
65795504339.40553,31717384437.46397,1.4550470530708262,132.25313080596712,4519136789.225881,0.3088357417692754,0.076119642232443,0.2676415430905828,0.1815378830659077,0.2332729751049865,0.5090705228208819,0.0294609259791408,0.4820600549522369,0,0,0,0,0,0,0,1,1,7,-1
70337959632.34299,36336663840.64108,1.340552987075359,118.25383860902248,4036028165.4483953,0.289171758288226,0.0490149282254387,0.1901072459703897,0.1736669145180311,0.2411510678688226,0.408063635149364,0.0550233271054728,0.5166010505646322,0,0,0,0,0,0,0,1,1,7,-1
60948048795.15456,32967371864.181183,1.2985330412515956,40.50935480394774,6324312402.976638,0.3208291844442108,0.0969675990176689,0.2396039023275834,0.2098957184618526,0.2314105678142425,0.4220268685543029,0.0803433987946645,0.5409093894865118,0,0,0,0,0,0,0,1,1,7,-1
64156261768.34713,34188098216.349834,1.3418885532677884,86.88606408284123,7472654382.08968,0.3228895638219909,0.057226341094503,0.2057876450789685,0.178278328968774,0.2351941484037421,0.3796635750811294,0.0471370364649031,0.5328879406938462,0,0,0,0,0,0,0,1,1,7,-1
65083358481.67987,34833866234.82618,1.146197197709715,54.51408855218752,4332965185.622183,0.4061926008599901,0.0463354811400042,0.1278984080797461,0.2240610394461269,0.2719258841037897,0.4741537251659986,0.004181728552946,0.535219248782797,0,0,0,0,0,0,0,1,1,7,-1
58382366064.33834,37264441390.96215,1.2887704653487395,52.97062544116976,6942745866.621546,0.2165296020793981,0.0592878903078034,0.1081791324837676,0.1362290632329604,0.2979867215179349,0.3883606344057358,-0.0500487485228087,0.624604571777815,0,0,0,0,0,0,0,1,1,7,-1
63834983405.38364,33420037891.10951,1.2432123070754335,64.65167666150819,6335817431.093542,0.3101381815797857,0.0191580716900915,0.1500383065695206,0.2223078040571286,0.2575022555887036,0.3296230692446067,0.0909569737742265,0.5235379741367798,0,0,0,0,0,0,0,1,1,7,-1
68688848566.37004,36619218584.47681,1.3392174208829293,57.64711505308109,-1608523271.2064795,0.3144983673621307,0.0430871114320954,0.2655730304791158,0.1250201248358755,0.2503387886959461,0.4079939578711508,0.0402812056397873,0.5331173741993037,0,0,0,0,0,0,0,1,1,7,-1
64057386148.95217,32245158944.261284,1.589212415126553,54.47979729278064,1638987572.481452,0.2989853767349968,0.0972312824766363,0.2667994225438159,0.1952087657946468,0.2282347657583958,0.5316409088781471,0.0367318599323593,0.503379249182629,0,0,0,0,0,0,0,1,1,7,-1
62096537097.68805,32148239425.336555,1.0281300040200576,81.00392701305815,3994299455.1327376,0.2892962812878862,0.0622751194575967,0.2251784018661664,0.1328425218386629,0.2402595951640868,0.5031332305966707,0.0259006758061463,0.5177138843469177,0,0,0,0,0,0,0,1,1,7,-1
81972253788.63937,42702207316.315575,1.1652065526174884,88.98636462303102,6335817431.093542,0.4224288292662225,0.0778440017027567,0.2085286685528102,0.162013295933481,0.2709271351372312,0.3952168014287351,0.0294759955706287,0.5209348937314899,0,0,0,0,1,0,0,0,1,3,-1
79466679357.30127,36418977656.14899,1.1620494424977683,97.9081739859224,11694595162.749365,0.3517485054995147,0.114383620007073,0.2173195269964329,0.162639810468054,0.2341047711262686,0.3880177539811255,0.0380659732830824,0.4582924308740839,0,0,0,0,1,0,0,0,1,3,-1
78015051662.17247,40837959190.06778,1.3184308142782135,66.56949318489873,16766030668.952995,0.2484666818911097,0.0915100187168481,0.2365281638274422,0.1728164599608359,0.2187606750549695,0.4785154886452615,-0.0396480178326081,0.5234625667737535,0,0,0,0,1,0,0,0,1,3,-1
84240807790.99437,41793762397.065895,1.0214508925976236,107.7724935881754,5819995538.209627,0.3098834355865162,0.0794728875959831,0.269897869283858,0.1609740892837424,0.2479175151065036,0.2663577119151032,0.0105954287356441,0.496122526516582,0,0,0,0,1,0,0,0,1,3,-1
88815345486.20586,48808511024.47886,1.4982981442788854,115.78919531568464,7215369278.586036,0.3652489740186552,0.0736406955366682,0.2348278283643269,0.2009337052173817,0.2500605488024896,0.307489127522765,0.1250314401828751,0.5495504268691882,0,0,0,0,1,0,0,0,1,3,-1
86850349836.78622,48375245578.66163,1.154899149907966,83.16843797595918,4310000696.714934,0.3191534129926625,0.0579521784979262,0.1063691144522848,0.1542956063413371,0.2715492253258029,0.3993394788265717,0.0294609259791408,0.556995402661831,0,0,0,0,1,0,0,0,1,3,-1
96560218772.82063,51894356109.69922,1.70168906342089,106.8343803210573,4031227054.646995,0.3666792547197336,0.0685340359835043,0.1845838757793226,0.2183932179997492,0.2470997464699926,0.4058441766607576,0.0294609259791408,0.5374299765392229,0,0,0,0,1,0,0,0,1,3,-1
94862291806.21336,55192825634.89855,1.5968712220016068,57.92190663329646,-1436194526.0637827,0.2031915578991444,0.0528395979487331,0.2085982730857041,0.1994190090431236,0.2402234650408361,0.3817788604223049,0.0931493808314623,0.5818204956258868,0,0,0,0,1,0,0,0,1,3,-1
95938397015.83038,50738856653.68054,1.514532426190588,102.16142523402934,-2030357185.4035544,0.368902850197998,0.0620293378490483,0.1989157949612423,0.1522830881451025,0.2501614542150387,0.4498219885959628,0.040798943806812,0.5288691309414764,0,0,0,0,1,0,0,0,1,3,-1
92638679342.211,47942645816.9161,1.2691849098504158,60.31654168640532,-4283582291.042362,0.2435015469160113,0.0535152930351894,0.2045124427991947,0.194067174869984,0.2343058141741049,0.3887035148303462,0.0378570905344368,0.5175229845388236,0,0,0,0,1,0,0,0,1,3,-1
240684855900.87064,132097374182.3852,1.3878873581508095,93.61135316019336,18678567987.45826,0.3711459639807974,0.0616298179740682,0.2175494150602769,0.239321566990612,0.2583279581570644,0.3581876430769773,-0.06663316454045,0.5488395756681563,0,0,0,0,0,0,1,0,0,0,-1
235740641804.16302,111335177072.30092,1.402537976104727,122.96939378590886,18678567987.45826,0.2556736573660497,0.0569521100396714,0.1973215411906235,0.2199701121218881,0.2288798023851541,0.2370312695087625,-0.0468826382160513,0.4722782470609818,0,0,0,0,0,0,1,0,0,0,-1
237752397076.9665,124081464812.08788,1.2319301710311432,86.95786807315346,15995760721.032022,0.3759075271275922,0.0400123850145296,0.2437449161468492,0.1052600074699779,0.2686590460687039,0.2972601578977327,0.0128026452262243,0.5218936437133779,0,0,0,0,0,0,1,0,0,0,-1
230483942387.17133,119881336238.22548,1.307921555257103,121.0669757134077,14948792519.496267,0.4429085099791788,0.0431824276572027,0.2207152545356568,0.1647045188281776,0.2903849697651772,0.4047529603273183,0.0399295112463225,0.5201287994147832,0,0,0,0,0,0,1,0,0,0,-1
231939025396.9935,123366022710.37566,1.517192804606124,70.28723722336382,18678567987.45826,0.3842321511672969,0.0838237852465397,0.2379843529783198,0.1654257119933512,0.2551839802145535,0.4577636741870804,-0.0170113379006783,0.5318898900226852,0,0,0,0,0,0,1,0,0,0,-1
216025109087.69083,113434190427.31996,1.1170608411837126,146.65053578919614,18678567987.45826,0.3228895638219909,0.0662618385910389,0.1807140300616244,0.1771846465563483,0.2365172470533124,0.4204142017117352,-0.0554779760511556,0.5250972486780402,0,0,0,0,0,0,1,0,0,0,-1
220480289352.75308,123124274584.8238,1.4623631651507207,131.78154250897614,18678567987.45826,0.2237470663544419,0.0768326124661331,0.2866099941947452,0.1643348915800297,0.2268572874030524,0.3988738607869475,0.0366695633658955,0.5584366518488805,0,0,0,0,0,0,1,0,0,0,-1
228423471597.2614,126772187733.0488,1.4741909700939635,114.82897142498206,6335817431.093542,0.395354247335835,0.0747565078474581,0.199812023305427,0.0954180741164133,0.2659878853336112,0.31345524729834,0.0702614430222647,0.5549875713147541,0,0,0,0,0,0,1,0,0,0,-1
231153553978.4891,136537769821.73187,1.2064340530615223,96.66954680817426,5816412206.773385,0.3410138678058848,0.0548131673141458,0.2689279539070255,0.1748930170166801,0.2479175151065036,0.5316409088781471,0.0043946059674252,0.5906799504992164,0,0,0,0,0,0,1,0,0,0,-1
241190038556.80087,138248782514.57654,1.442033481434362,109.39776381251777,-4283582291.042362,0.2727537271237621,0.0915129949193295,0.2576638105999659,0.191378782269182,0.2206391133932763,0.4249301886920005,0.0458693715214434,0.5731944127618629,0,0,0,0,0,0,1,0,0,0,-1
